,merge,,,,Complaint/Feedback,ID,_text_sentiment_score,senti_score_min,senti_score_max,#DIV/0!
175,"My institution is a small to mid-size organization. Recently, I have sensed that our smaller size may disadvantage our organization in terms of the level of attention and assistance with strategy development.  I hoped that JPM would serve as a partner to our institution but find that competing banking institutions are more likely to partner on strategy, particularly as it relates to cash management and growth opportunities.  Our conversations have focused on our institution as a credit risk and less on assistance with strategy. (I do understand the importance of such conversations.)  With the exception of our investment funds and a minor share of our cash, JPM is clearly our most significant banking relationship.",,,,Complaint,9999100333,-1,-0.2152226,0.5115864,0.1481819
176,He does a good job.,,,,Complaint,9999100834,-1,0.6251631,0.6251631,0.6251631
177,"Our banker is terrific as well as the service  for our companies he oversees.  Our complaint is that he cannot provide the full range of service, such as working capital loans, because the bank (JPM) totally disregards our relationship with the Private Bank where we keep millions of dollars of assets.  Frankly, our banker does not need specialized industry experience because the bank takes no risk.",,,,Complaint,9999104251,-1,-0.50928056,0.8722303,0.18147487
178,"We need the capability to download our months statement in an excel format, not just a PDF file.  We have been told that this is not possible.  This makes all of the other capabilities you offer us worthless b/c this is how we need to have our statement, with exact dollars spent, to upload into our system.  This is why we have NOT rolled out our Procurement cards to the entire company.  It is too much work to do manually.  XXXX XXXX",,,,Complaint,9999103673,-1,-0.9960963,0.116627604,-0.439734348
179,Why is there currently no file format for XXXX XXXX for downloading banking transactions.  NetSuite is one of the best known cloud based XXXX XXXX systems!,,,,,9999105002,2,-0.32080063,0.75744927,0.21832432
180,He has been very responsive,,,,Feedback,9999104249,2,0.34224358,0.34224358,0.34224358
181,I don't really think there is anything she can improve on.  She has been a consistent asset to our company.  Very knowledgeable and personable.  I guess if I had to pick something it would be more contact.  It is always good to hear from our bank to know that we are important.,,,,Feedback,9999103248,2,-0.41648048,0.8411672,0.21234336
182,We very much appreciate the level of service working with her and her team and enjoy working with her.  We view her and Chase as a partner.,,,,Feedback,9999105729,2,0.49142742,1.0903738,0.79090061
183,She IS GREAT AND ALL MY FRIENDS IN THE BUSINESS AGREES,,,,Feedback,9999103553,2,1.0799093,1.0799093,1.0799093
184,He is an exceptional banker.  He consistently keeps the lines of communication open and delivers as expected.,,,,Feedback,9999106317,2,0.6915111,0.834949,0.76323005
185,,,,,Feedback,9999101896,2,,,#DIV/0!
186,maintain the industry knowledge through the changes made by suppliers and customers of ours.,,,,Feedback,9999104821,2,0.79962337,0.79962337,0.79962337
187,Very satisfied with her help.,,,,Feedback,9999105711,2,0.8620657,0.8620657,0.8620657
188,Chase is an excellent bank that excels on every level.,,,,Feedback,9999106296,2,1.4261446,1.4261446,1.4261446
189,,,,,Feedback,9999106068,2,,,#DIV/0!
190,Let me know who is coming to the next meeting so I can make sure the right people are in the room.,,,,Feedback,9999101561,2,0.22949012,0.22949012,0.22949012
191,She has been exceptional and always keeps us informed and interested in our business and what she can do to help.,,,,Feedback,9999101875,2,0.7802623,0.7802623,0.7802623
192,I am very happy with her.,,,,Feedback,9999106651,2,0.98427105,0.98427105,0.98427105
193,He is an exceptional and knowledgeable banker providing excellent service and advice.,,,,Feedback,9999101052,2,0.82272357,0.82272357,0.82272357
194,"Periodically review our services, specifically cash management and make recomendations if necessary.",,,,Feedback,9999103000,2,-0.24281994,1.3282698,0.54272493
195,We are very happy with her service.,,,,Feedback,9999105296,2,1.0777372,1.0777372,1.0777372
196,"He needs to merely continue what he has been doing all along. He is truly an exceptional banker. Aside from being highly intelligent, He knows JP Morgan's products and services quite well and is able to leverage this knowledge to quickly provide solutions or make introductions of other Chase MMB team members who can assist. Just as important, he continues to make investments in learning the complexities of our Company and our operations in order to more effectively assist us in the future.",,,,Feedback,9999103725,2,-0.58854336,1.0567971,0.23412687
197,I am very happy with Chase.  They take care of us always.,,,,Feedback,9999100518,2,0.565099,0.9288107,0.74695485
198,He is very responsible and always helps us to resolve any issues happed with any bank activity.,,,,Feedback,9999104887,2,0.049666267,1.0206536,0.535159934
199,He provides a very high quality level of service. We enjoy working with him.,,,,Feedback,9999101442,2,0.8512286,1.0165236,0.9338761
200,Nothing-very happy with your bank,,,,Feedback,9999103569,2,-0.2291185,-0.2291185,-0.2291185
201,We work with exceptional employees at JPMorgan.,,,,Feedback,9999100214,2,0.42763272,0.42763272,0.42763272
202,Continue to stay as our Banker to fill the needs of our rapidly growing business.,,,,Feedback,9999104507,2,1.0499966,1.0499966,1.0499966
203,Keep us advised of any new JPM Chase product offerings that may benefit us.,,,,Feedback,9999106279,2,1.031923,1.031923,1.031923
204,no improvement needed - we are extremely satisfied,,,,Feedback,9999103587,2,0.71450627,0.71450627,0.71450627
205,Nothing at this time,,,,Feedback,9999100071,2,0.73340094,0.760177,0.74678897
206,Keep up the good work.,,,,Feedback,9999100974,2,0.6551365,0.6551365,0.6551365
207,Continue to bring insightful conversation and be an advocate for our company,,,,Feedback,9999105413,2,0.51878685,0.76938456,0.644085705
208,Completely satisfied with him,,,,Feedback,9999100553,2,1.0773406,1.0773406,1.0773406
209,He does an excellent job working with us.  The only thing I can think of is more consistent communication.,,,,Feedback,9999103226,2,0.5005318,1.057979,0.7792554
210,I enjoy watching you speak.,,,,Feedback,9999102885,2,0.5420627,0.5420627,0.5420627
211,Excellent support from XXXX XXXX and XXXX XXXX in the launch of the syndicated loan.  I do really appreciate his support and professionalism.  I Feel supported by a great team in Chase. This is what I call a true partnership.,,,,Feedback,9999102163,2,0.5914947,0.8377723,0.7146335
212,they are very supportive and in the right place at the right time with the right products.,,,,Feedback,9999105564,2,0.84997314,0.84997314,0.84997314
213,No suggestions.  He does a great job.,,,,Feedback,9999104514,2,-0.38850504,1.022948,0.31722148
214,We're very satisfied with the services as is.,,,,Feedback,9999105594,2,0.9899818,0.9899818,0.9899818
215,"We are very happy with him. Only enhancement would be to have him based out of our city.  That being said, contact and communication have been fine and met my needs.",,,,Feedback,9999106695,2,0.03739105,1.2514766,0.644433825
216,I am fine. Don't need a lot of attention. my primary goal of using the national lender program is to get the best interest rates with the options that work the best for me and my business.,,,,Feedback,9999103543,2,0.06529696,0.37009352,0.21769524
217,Nothing - He is the ONLY reason we continue to maintain / expand our relationship with Chase.,,,,Feedback,9999106051,2,0.037442315,0.5089934,0.273217858
218,"I have a great deal of confidence in the common sense, business orientation of the people I work with to successfully support the needs of our business.",,,,Feedback,9999104182,2,0.40024137,0.40024137,0.40024137
219,Convince our management that Chase is the best partner for their US operations.,,,,Feedback,9999103636,2,0.33200067,0.33200067,0.33200067
220,You hire exceptional employees.,,,,Feedback,9999103285,2,0.13712578,0.13712578,0.13712578
221,"She is highly qualified, we are very satisfied",,,,Feedback,9999100768,2,0.8662313,0.8662313,0.8662313
222,XXXX XXXX is exceptional.,,,,Feedback,9999103545,2,0.8133597,0.8133597,0.8133597
223,Acquisition  targets,,,,Feedback,9999105143,2,0.56430626,0.9911064,0.77770633
224,Keep doing what you do so well!  We enjoy the team you have assigned to our organization.,,,,Feedback,9999104033,2,0.61565536,0.73992306,0.67778921
225,XXXX XXXX is the person I contact when I need help or assistance.  She has always been helpful and maintained a positive and professional attitude when I communicate with her through email or over the phone.,,,,Feedback,9999100225,2,0.22968304,0.6551932,0.44243812
226,,,,,Feedback,9999103659,2,,,#DIV/0!
227,"He is very proactive and takes a noted interest in our industry and the growth we are seeing in our company.  I feel he is key to our level of comfort and trust we have in Chase, and he is a wonderful asset to making sure our banking relationship expands and grows as our company does.",,,,Feedback,9999103593,2,0.7823759,1.0058054,0.89409065
228,"Nothing. he has always provided the direct support I need, and has always been proactive in seeking additional services that we can use.  Furthermore, his recent work on the broad banking bid document, will directly impact a wide array of local businesses in a positive manner.",,,,Feedback,9999100843,2,-0.66658735,0.79480326,0.064107955
229,XXXX XXXX is caring and attentive to our needs most expediently and professionally.  As has been XXXX XXXX.,,,,Feedback,9999103548,2,0.090375766,0.88872635,0.489551058
230,I am very happy with our current banker/relationship that extends over 15-years now.,,,,Feedback,9999104163,2,1.0889609,1.0889609,1.0889609
231,The Chase team is top notch!,,,,Feedback,9999104028,2,0.9751787,0.9751787,0.9751787
232,She is great to deal with.  keep it up,,,,Feedback,9999101328,2,0.16329685,0.7068893,0.435093075
233,I am always enthused after a visit from the dedicated Chase team but it's usually another year before I hear from them again regarding the updates/improvements discussed at our annual meeting.,,,,Feedback,9999101576,2,0.17847009,0.17847009,0.17847009
234,Nothing. She is a consummate professional and we love having her as our banker.,,,,Feedback,9999105037,2,-0.66658735,1.0846884,0.209050525
235,XXXX XXXX is an exceptional representative for JPM Commercial Banking. JPM Access is not all that user-friendly.,,,,Feedback,9999105630,2,-0.5584712,0.80673647,0.124132635
236,"We value JPM's breadth of services and competency.  However, relative to our other relationship banks, JPM has the most administrative/compliance requirements, is highest cost and had the greatest expectations for new ancillary business.",,,,Feedback,9999106655,2,0.036750842,0.15785232,0.097301581
237,We are very grateful for the ease at which XXXX XXXX makes conducting business and his knowledge of our company and our industry.,,,,Feedback,9999103195,2,0.964943,0.964943,0.964943
238,XXXX XXXX and his team have done a fabulous job in providing value to us.  It is mainly because of the work they have done that we are in the process of transitioning all of our banking business to JP Morgan.,,,,Feedback,9999101578,2,0.3403602,1.0946808,0.7175205
239,MAINTAIN!!! Keep on keeping on.,,,,Feedback,9999103551,2,0.32215518,0.5057743,0.41396474
240,We are very satisfied with our current relationship.,,,,Feedback,9999104045,2,0.099135,0.8799555,0.48954525
241,"Nothing, completely satisfied",,,,Feedback,9999103245,2,0.5459872,0.5459872,0.5459872
242,Na,,,,Feedback,9999103538,2,0.16930275,0.16930275,0.16930275
243,Your staff are 'exceptional'.,,,,Feedback,9999101750,2,0.4538335,0.4538335,0.4538335
244,i am completely satisfied with her  performance,,,,Feedback,9999100464,2,1.0624712,1.0624712,1.0624712
245,No improvements currently needed.  As our Banker  brings what we need.,,,,Feedback,9999105288,2,-0.30213287,0.6682084,0.183037765
246,He has been a fabulous resource to us.  It is the information that I have gained from him and the staff (along with attending educational opportunities ie fraud seminars) that I have used that knowledge when asking for things at other banks that we use.  It is clear to me that Chase is on the forefront to educate their clients about the products available and to protect their financial assets.,,,,Feedback,9999101537,2,0.4060071,1.3187861,0.8623966
247,I can't suggest anything. I honestly believe she does a fantastic job for me.,,,,Feedback,9999103535,2,-0.7657039,0.9792808,0.10678845
248,I appreciate her as she is!,,,,Feedback,9999102921,2,0.4710199,0.4710199,0.4710199
249,She is perfect.  Very good representative for Chase.,,,,Feedback,9999103540,2,0.7655393,1.0385933,0.9020663
250,He is great to work with. He is very knowledgeable and very timely with his responses. He makes us feel like we are his top priority. We are very happy with the relationship we have with him and wouldn't consider changing banks.,,,,Feedback,9999106415,2,0.6232698,0.9565695,0.78991965
251,See our work.,,,,Feedback,9999105960,2,0.22436786,0.22436786,0.22436786
252,She is truly a dedicated Banker and has provided excellent service to our company.,,,,Feedback,9999100904,2,0.89281154,0.89281154,0.89281154
253,He does an exceptional job,,,,Feedback,9999105604,2,0.6893879,0.6893879,0.6893879
254,"We have been with JP Morgan since the 90's and have wavered several transitions through the years together.  Our spend and relationship has grown, providing rebates is a nice perk, ease of use and exceptional personnel make my job as program administrator easy. :)  Thank-you!",,,,Feedback,9999106619,2,0.34024888,0.81103534,0.57564211
255,She is very helpful,,,,Feedback,9999105116,2,0.85564697,0.85564697,0.85564697
256,"With only a limited amount of experience with J.P Morgan (approx. 16 month), I can honestly state that the service provided to date has been exceptional. Not only from the remote Chase team but also our local point of contact(s). Excellent team, that not only do they treat our business with importance but also with manner that makes our business feel more that just a number!  Well done, great balance of professionalism and personal.",,,,Feedback,9999104750,2,0.2866888,1.1666903,0.72668955
257,"The team of Chase professionals servicing our business are exceptional. All are professional, helpful and a pleasure to work with.",,,,Feedback,9999101102,2,0.8650588,0.92610544,0.89558212
258,A bank like Chase is the Nr. 1 in the country and I think that what makes its service second to none. You do not get to be Nr. 1 otherwise.,,,,Feedback,9999100283,2,-0.060580216,0.2380895,0.088754642
259,"Thank you for the job well done.  JP Morgan Client Services is awesome, they are always their to assist in my needs.",,,,Feedback,9999102977,2,0.7262148,1.4713542,1.0987845
260,He is exceptional.  He is the only reason we deal with JPMC.,,,,Feedback,9999104806,2,0.38697597,0.8946817,0.640828835
261,He is a very good banker and always quick to respond to whatever we bring to him.  We value the relationship with him.  Well done for the 5 years we've worked together.,,,,Feedback,9999106601,2,0.45093644,0.69005525,0.570495845
262,We're very pleased with her involvement with us and our organization in bringing solutions and ensuring that satisfactory service levels are maintained.,,,,Feedback,9999105272,2,1.0858623,1.0858623,1.0858623
263,We recently did a debt financing with a competitor - I would have liked to have done the deal with JP Morgan. Our financing was done in conjunction with an equity financing.,,,,Feedback,9999105425,2,0.027612105,0.38407516,0.205843633
264,Very satisfied.,,,,Feedback,9999105389,2,1.0014685,1.0014685,1.0014685
265,We are very happy with XXXX XXXX - she is one of the primary reasons we stick with Chase.,,,,Feedback,9999103429,2,-0.056067146,-0.056067146,-0.056067146
266,"He has been doing a great job since he took over our account. He is very knowledgeable,  responsive and efficient while resolving/addressing questions or arising needs.",,,,Feedback,9999105261,2,0.5967497,1.1713144,0.88403205
267,Doing a good job our needs are satisfied,,,,Feedback,9999103733,2,0.9243307,0.9243307,0.9243307
268,JPM is an exceptional partner to me in managing the Treasury function.  We work with several banks and they are the first on my list when issues arise that they can assist with.,,,,Feedback,9999104775,2,0.5705464,0.8593569,0.71495165
269,Most of our problems need at least 3 email requests to be resolved.  We are extremely satisfied with JP except for when it comes to small day to day problems.  We do not get a good response from our client rep and have had to go to her supervisor in the past.,,,,Feedback,9999104707,2,-0.5108449,0.03971102,-0.23556694
270,"Nothing specifically, she has been very responsive to our needs , concerns, and requests. She is always happy to help us .",,,,Feedback,9999101693,2,0.5116813,0.5807978,0.54623955
271,Very satisfied with service.,,,,Feedback,9999104619,2,0.7090109,0.7090109,0.7090109
272,XXXX XXXX group treats us with respect and professionalism.  We have enjoyed a relationship with Chase since the early 90's and we look forward to many more years together.,,,,Feedback,9999105215,2,0.48384503,0.86077756,0.672311295
273,keep brining innovative ideas. He is very good about considering the possibilities. He really spends time understanding our business and some of the inherent challenges with our industry.,,,,Feedback,9999100461,2,0.3968743,0.56349933,0.480186815
274,Very satisfied overall and the quality of service is excellent.,,,,Feedback,9999103783,2,0.78133327,0.78133327,0.78133327
275,XXXX XXXX is awesome.,,,,Feedback,9999105386,2,0.8049692,0.8049692,0.8049692
276,"We are very satisfied with our relationship.  Of course, we'd like to have more financing options with you.",,,,Feedback,9999104259,2,0.27024728,1.055975,0.66311114
277,We receive exceptional service; great team in place servicing our account.,,,,Feedback,9999106108,2,0.7299336,0.7299336,0.7299336
278,Nothing that i can think of... he has developed strong ties to both Owners as well as Financial team where we are very comfortable to reach out to him with questions or requests.,,,,Feedback,9999100628,2,0.5133486,0.5133486,0.5133486
279,I am already completely satisfied with my Banker.,,,,Feedback,9999100683,2,0.8563342,1.0900247,0.97317945
280,You have been our bank for a long time and we have enjoyed the relationship.,,,,Feedback,9999100297,2,0.5822295,0.5822295,0.5822295
281,None. He has been very responsive in reaching out to us,,,,Feedback,9999106677,2,-0.6316753,0.46928993,-0.081192685
282,Don't see a need for additional improvement but continue to stay in tune with our needs and the dynamics of our business.,,,,Feedback,9999105725,2,0.3357622,0.3357622,0.3357622
283,"We appreciate the services provided by J.P. Morgan Commercial Banking and look forward to a continued, productive business relationship. XXXX XXXX and XXXX XXXX are excellent top-notch professionals that exceed our expectations and meet our needs. I learned early in my career that it is the people you work with that are important not the paperwork andthe team is enjoyable to be around but also get the work done.  Thank you for continuing to be our primary bank.",,,,Feedback,9999101264,2,0.30172965,1.3631504,0.832440025
284,,,,,Feedback,9999101600,2,,,#DIV/0!
285,He is working to learn our business and the industry in which we compete.  He is continuing his journey to learn more about us and what we need from our banking partners to be successful and grow in our markets.,,,,Feedback,9999101738,2,0.5958146,1.1309152,0.8633649
286,,,,,Feedback,9999103786,2,,,#DIV/0!
287,We have been working with XXXX XXXX and her team for many years now.  They have facilitated two significant mortgage loan transactions and the maintenance of a Line of Credit. They have been instrumental in the success of our business across many different levels and are viewed as partners and advisers rather than bankers.,,,,Feedback,9999101453,2,0.3329761,0.61772174,0.47534892
288,Are industry and business model is outside the norm and very dynamic.  We are a relatively new client.  In a short time period she has developed a very good understanding.  I think with additional time she will be outstanding for our organization,,,,Feedback,9999103360,2,0.3116872,0.67650795,0.494097575
289,He does a great job with us and for us!,,,,Feedback,9999100866,2,0.45835128,0.8813111,0.66983119
290,She does an excellent job of services us.   She is proactive and understand where she can add value.   She goes the extra mile to make us successful.,,,,Feedback,9999103336,2,0.7011418,0.86176574,0.78145377
291,Move customer service and branch back to our town,,,,Feedback,9999100936,2,0.4375304,1.1715217,0.80452605
292,Nothing. He is a great banking partner and his experience and seasoned business approach result in the right balance of support.  He responsiveness when needed is always there and he brings the key resources within the bank to us in areas that can benefit our business challenges.,,,,Feedback,9999100583,2,-0.66658735,1.0802575,0.206835075
293,He does a great job!  We just met today -- we are moving more business to Chase and did some good planning today.  My new treasurer is also so impressed with Doug Petno.,,,,Feedback,9999100968,2,0.5751804,1.3173381,0.94625925
294,completely satisfied,,,,Feedback,9999102446,2,0.7308961,0.7308961,0.7308961
295,The Chase visa card program is wonderful. I especially like the online tools.,,,,Feedback,9999101959,2,0.85064095,0.9715147,0.911077825
296,The Middle Market group has effectively demonstrated its capabilities and resources around financing international transactions.  They would be top on the list to contact and engage when and if our company goes forward with an international acquisition.,,,,Feedback,9999100598,2,0.100811005,0.27651256,0.188661783
297,She is superb.  We greatly value our relationship with her.  Keep up the good work!,,,,Feedback,9999103243,2,0.49131757,0.9388767,0.715097135
298,Nothing comes to mind.  She does a great job servicing our business and meeting all of our needs.,,,,Feedback,9999100858,2,-0.099595904,1.129404,0.514904048
299,XXXX XXXX are the primary reasons why we choose to use Chase Bank. They are exceptional business partners.,,,,Feedback,9999103649,2,0.29975635,0.918937,0.609346675
300,Continue the great service we receive.  We especially appreciate the recommendations on hoe to SAVE on banking fees.  We wish all banking relationships would offer similar advice.,,,,Feedback,9999101901,2,0.3856513,0.8033575,0.5945044
301,Continue doing what she is doing.,,,,Feedback,9999100100,2,0.9351472,0.9351472,0.9351472
302,Everything is fine,,,,Feedback,9999100868,2,-0.11710363,-0.11710363,-0.11710363
303,We are very happy with his service.  He listens and tries to help us to be more cost effective.,,,,Feedback,9999100312,2,0.40679234,1.0132495,0.71002092
304,,,,,Feedback,9999104169,2,,,#DIV/0!
305,Your customer service team provides outstanding assistance.  That includes the Program Coordinator  and Client Application Support teams.  XXXX XXXX and the rest of the team that supports the P-card program for the XXXX XXXX have been very responsive and helpful in growing our P-card spending.,,,,Feedback,9999102841,2,0.1316666,0.72425413,0.427960365
306,"He is great. I have dealt with other bankers through Chase and he exceeds them with his knowledge, personality and he just seems to genuinely care about my business and success.",,,,Feedback,9999102122,2,0.85300684,1.1576887,1.00534777
307,Continue to bring new ideas to the table.,,,,Feedback,9999103247,2,0.6940946,0.6940946,0.6940946
308,,,,,Feedback,9999104456,2,,,#DIV/0!
309,You have a super team covering my account.  Not to Knock the rest of the team XXXX XXXX is a star for JPM in the NEAR future. XXXX XXXX is a trusted advisor to my business.  That's two things :),,,,Feedback,9999104275,2,0.25994852,0.45834166,0.35914509
310,He is very professional and is somebody that I enjoy working with.  He represents the bank exceptionally well.,,,,Feedback,9999100838,2,0.6454496,0.88478816,0.76511888
311,I am very happy with the him. He has been a good fit for the organization and me.,,,,Feedback,9999104350,2,0.5824656,1.000747,0.7916063
312,"Chase has been a life saver for us, setting up the tools and technology to get things done.  Smart, professional and fun to work with.",,,,Feedback,9999100472,2,0.8718494,1.1769695,1.02440945
313,,,,,Feedback,9999101281,2,,,#DIV/0!
314,XXXX XXXX is an Exceptional Senior Banker,,,,Feedback,9999102685,2,0.6008075,0.6008075,0.6008075
315,"We are completely satisfied with our level of service from our banker and his team. They do a great job of handling our account, knowing our business and industry and with helping our business grow and change with various banking needs.",,,,Feedback,9999104321,2,1.0791314,1.2778914,1.1785114
316,She is amazing--- we are very happy---she is a big reason we stay with Chase,,,,Feedback,9999101344,2,1.1067739,1.1067739,1.1067739
317,The team servicing our account has been very responsive and easy to work with.,,,,Feedback,9999102007,2,0.8454937,0.8454937,0.8454937
318,"Our Client Service Associate was XXXX XXXX for a number of years.  Recently, we received notification that we were assigned a new Client Service Associate.  I want to recognize XXXX's outstanding service throughout the years.  She was very dependable and prompt with our requests.  I truly enjoyed working with her.  I look forward to establishing that same relationship with our new service associate. Our banker also recently change and I also want to recognize her outstanding service for our organization. She made various trips to our organization to assess our needs.  It was great working with her. I look forward to working with our new banker.",,,,Feedback,9999101647,2,-0.11291766,1.0686162,0.47784927
319,He  is an exceptional as our Banker.,,,,Feedback,9999106101,2,0.6680964,0.6680964,0.6680964
320,She does a fine job; as much as I ask of her and expect of her,,,,Feedback,9999101259,2,0.024625335,0.5046986,0.264661968
321,Nothing. She is exceptional.,,,,Feedback,9999101310,2,-0.66658735,0.3350112,-0.165788075
322,Nothing at this time as we are very happy with his service to us.,,,,Feedback,9999100913,2,0.65320426,0.65320426,0.65320426
323,"Nothing , everything is great!",,,,Feedback,9999104326,2,0.49223995,0.49223995,0.49223995
324,,,,,Feedback,9999105236,2,,,#DIV/0!
325,She is excellent.,,,,Feedback,9999100733,2,0.81125283,0.81125283,0.81125283
326,"Our Chase team including XXXX XXXX have presented tailored solutions to our company which were well thought out and superior to any other bank.  While we have limited credit and banking needs, JPM has proven they are capable of fulfilling our requirements and present innovative solutions.  We hope to incorporate further expansion of the relationship in the upcoming years.",,,,Feedback,9999104629,2,0.42452335,0.7979695,0.611246425
327,my lender of choice hands down,,,,Feedback,9999104301,2,0.39112985,0.39112985,0.39112985
328,"We have enjoyed and benefited from our relationship with Chase.  XXXX XXXX has been a strong partner in our dealings with Paymentech, as was XXXX XXXX before him.",,,,Feedback,9999100244,2,0.5443752,0.94441026,0.74439273
329,Nothing.  He is excellent.  Hoping to make him our lead banker in the future.,,,,Feedback,9999103153,2,-0.66658735,0.8265248,0.079968725
330,He does a fantastic job.,,,,Feedback,9999104013,2,1.1032729,1.1032729,1.1032729
331,I think he is very helpful and have no additional suggestions.  He is very responsive and stays connected.,,,,Feedback,9999104941,2,0.29539236,1.0658528,0.68062258
332,"Exceptional, professional and attentive service provided by XXXX XXXX.",,,,Feedback,9999100302,2,1.1437821,1.1437821,1.1437821
333,The Team we interact with is exceptional at Chase.,,,,Feedback,9999104836,2,0.8048162,0.8048162,0.8048162
334,XXXX XXXX does a fantastic job meeting our needs and keeping in touch with us as a customer.  I can always count on him to address and assist with what we are trying to accomplish.,,,,Feedback,9999104717,2,0.8362389,1.3504299,1.0933344
335,I am completely satisfied with Chase.,,,,Feedback,9999103565,2,1.0049127,1.0049127,1.0049127
336,"I work most closely with our account reps, XXXX XXXX and XXXX XXXX.  Usually when I contact them it's due to an issue or a question that needs a timey resolution.  Both of them provide both excellent and personal customer service - they represent your company very well.  I appreciate them very much!",,,,Feedback,9999102093,2,-0.058190525,0.77195925,0.356884363
337,I really like it when we get to spend time fishing. ; ),,,,Feedback,9999103562,2,0.18682784,0.50715566,0.34699175
338,He has been very personable in his dealings with me and with our company.  He is proactive in his efforts to meet with us to clarify issues or to retain / expand the relationship between the bank and our company.  I am extremely satisfied with his efforts and the value he brings.,,,,Feedback,9999101041,3,0.45057538,1.0327481,0.74166174
339,Scott is terrific and is always there to help with all my banking needs.,,,,Feedback,9999105555,3,1.0704896,1.0704896,1.0704896
340,"Very happy with him ... very responsive, very well connected.  We get the answers we need and the connections we need.  Great relationship.  Really enjoy working with him.  Great guy!",,,,Feedback,9999101103,3,0.75533545,1.1796316,0.967483525
341,,,,,Feedback,9999102466,3,,,#DIV/0!
342,She is awesome!,,,,Feedback,9999103483,3,0.49502873,1.2515551,0.873291915
343,XXXX & his team are fantastic; take care of them!,,,,Feedback,9999104699,3,0.82953554,0.82953554,0.82953554
344,"He is the ultimate partner for our business, we love him!",,,,Feedback,9999105628,3,1.1459227,1.1459227,1.1459227
345,They are doing everything that we need.,,,,Feedback,9999104291,3,0.48782596,1.0713264,0.77957618
346,He does a great job for us.  We very much appreciate his willingness to help us overcome obstacles and his general interest in our business.,,,,Feedback,9999101842,3,0.78367275,0.8794937,0.831583225
347,Nothing!  he is amazing!,,,,Feedback,9999102799,3,-0.7352371,0.94908553,0.106924215
348,I been with chase for 20 years. Wouldn't change at this time. Extremely satisfied,,,,Feedback,9999103574,3,0.36587542,0.7073177,0.53659656
349,Cannot think of anything at the moment.  He is a superior representative of your bank.,,,,Feedback,9999100822,3,0.01739762,0.87858343,0.447990525
350,You have a fabulous team!,,,,Feedback,9999104196,3,0.8001021,0.8001021,0.8001021
351,He is extremely responsive and helpful with questions and requests.  He always gets the right person involved.,,,,Feedback,9999105396,3,0.16516683,0.8623908,0.513778815
352,,,,,Feedback,9999103103,3,,,#DIV/0!
353,I have been a customer of Chase for 10 years and am a  very satisfied customer.   XXXX XXXX and her team have always given us terrific and consistent support in all of our banking needs.,,,,Feedback,9999104735,3,0.7845753,0.9304725,0.8575239
354,None really - I am completely satisfied and XXXX XXXX and team exceeds our expectations as lender and business partner.  JPM has supported us in good times as well as challenging times!,,,,Feedback,9999103447,3,0.6167828,1.1664342,0.8916085
355,XXXX XXXX are exceptional to work with!,,,,Feedback,9999101459,3,0.93106186,0.93106186,0.93106186
356,Not known at this time.,,,,Feedback,9999103140,3,0.6191756,0.62015647,0.619666035
357,Your team is doing an exceptional job!,,,,Feedback,9999104126,3,0.96454424,0.96454424,0.96454424
358,She is awesome!,,,,Feedback,9999100340,3,0.89442587,0.89442587,0.89442587
359,She has done a very fine job in support of our company.  Quite professional and supportive.,,,,Feedback,9999101627,3,0.8091592,0.94345397,0.876306585
360,He and XXXX XXXX are extremely effective.,,,,Feedback,9999100614,3,0.46980354,0.81366104,0.64173229
361,"Absolutely nothing! The staff at the local Chase Branch are exceptional!  They are very personable, knowledgeable and friendly.  It is so nice to be greeted with a smile and warm greeting.  I personally moved from another area but I continue to commute to work and my personal banking and that of my family (husband, daughters, grandsons, brother and late dad) all have accounts at Chase the local branch. Please don't change things.  On another note, I also deal with the Commercial Banking and they are exceptional and very helpful.  For me, all my needs and the needs of my family and work are completely handled.",,,,Feedback,9999106048,3,-1.0934354,1.0090678,-0.0421838
362,I appreciate that Chase employees focus on customers and solving problems.  We do not seem to just be a number or a small fish in a great big pond!  I really enjoy the local Team!,,,,Feedback,9999106678,3,0.06700431,0.6432269,0.355115605
363,"If you want to be a successful CEO you MUST hire and mold all Chase employees to be clones of our banking team; they are exceptional!  The key to success is great people and they are the trio that should be the standard for all employees; I wish I could find people like them to work for me.  They work seamlessly with each other to ensure everything we need is handled as if it was their own company.  As a company, we have no requests because they proactively ensure we know about all services that can help us be more successful.  They are part of our team and our success is due to them!!",,,,Feedback,9999100959,3,0.13268378,0.9130956,0.52288969
364,,,,,Feedback,9999103790,3,,,#DIV/0!
365,XXXX XXXXt do an exceptional job!,,,,Feedback,9999103495,3,0.8698379,0.8698379,0.8698379
366,"I am extremely satisfied with the level of service we receive from him  He has been supportive, resourceful and an integral factor in our success over the years.  As the lead agent, he has done an exemplary job of ensuring other members of the bank group are aligned with our goals.",,,,Feedback,9999100341,3,0.71617943,1.4982052,1.107192315
367,XXXX XXXX is awesome!,,,,Feedback,9999100270,3,0.8443112,0.8443112,0.8443112
368,He is amazing!,,,,Feedback,9999105854,3,1.1052186,1.1052186,1.1052186
369,"He is great to work with.  He is knowledgeable, interested in helping and a true professional.  We love working with him!!",,,,Feedback,9999102859,3,0.2923845,1.0963889,0.6943867
370,He is doing a great job and we are extremely happy with him.,,,,Feedback,9999102008,3,1.1691482,1.1691482,1.1691482
